"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1933768";"";"None";"476.57";"1";"5.30";"10";"CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NCCc2ccccc2)c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"14.60";"0.27";"1.66";"7.18";"0";"CHEMBL1936378";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in 293 cells by scintillation counting in presence of 0.5 % BSA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"0.11"
"CHEMBL1689137";"";"None";"436.96";"0";"3.00";"46";"C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"21.10";"0.43";"6.22";"11.84";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"0.6"
"CHEMBL1689123";"";"None";"452.96";"0";"3.09";"22";"CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1";"IC50";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"18.43";"0.38";"5.26";"9.58";"0";"CHEMBL1693030";"Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"4.5"
"CHEMBL1689129";"";"None";"451.35";"0";"3.73";"28";"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1693035";"Antagonist activity against human CRTh2 receptor expressed in CHO cells assessed as inhibition of PGD2-mediated Ca2+ flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"16.0"
"CHEMBL1689130";"";"None";"451.35";"0";"3.73";"29";"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1693035";"Antagonist activity against human CRTh2 receptor expressed in CHO cells assessed as inhibition of PGD2-mediated Ca2+ flux";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687938";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"27.0"
"CHEMBL3909630";"";"None";"487.57";"1";"5.53";"BDBM205761";"CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CC1)CC2";"IC50";"'='";"1.0";"nM";"9.00";"";"364379";"UO_0000065";"18.46";"0.34";"3.47";"13.46";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"1.0"
"CHEMBL3970419";"";"None";"422.93";"0";"4.17";"BDBM189168";"CC(C)(C)CC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O";"IC50";"'='";"950.0";"nM";"6.02";"";"339028";"UO_0000065";"14.24";"0.29";"1.85";"7.55";"0";"CHEMBL3887431";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 μl. First, 25 μl of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 μl Binding-Buffer, 50 μl of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 μl CRTH2 membrane fragments, reaching a final concentration of 20 μg/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 μl of Microscint-40 (Packard) was added to each well and the re";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886320";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"950.0"
"CHEMBL3907672";"";"None";"488.97";"0";"4.90";"BDBM189179";"O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)CCCc1ccc(F)cc1";"IC50";"'='";"9.7";"nM";"8.01";"";"339039";"UO_0000065";"16.39";"0.33";"3.11";"10.05";"0";"CHEMBL3887431";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 μl. First, 25 μl of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 μl Binding-Buffer, 50 μl of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 μl CRTH2 membrane fragments, reaching a final concentration of 20 μg/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 μl of Microscint-40 (Packard) was added to each well and the re";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886320";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"9.7"
"CHEMBL3955125";"";"None";"512.03";"1";"4.58";"BDBM189181";"O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)CCN1CCCc2ccccc21";"IC50";"'='";"14.4";"nM";"7.84";"";"339041";"UO_0000065";"15.31";"0.31";"3.26";"9.45";"0";"CHEMBL3887431";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 μl. First, 25 μl of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 μl Binding-Buffer, 50 μl of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 μl CRTH2 membrane fragments, reaching a final concentration of 20 μg/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 μl of Microscint-40 (Packard) was added to each well and the re";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886320";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"14.4"
"CHEMBL3891776";"";"None";"465.48";"0";"4.66";"BDBM205955";"COc1cc(OCC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2";"IC50";"'='";"444.0";"nM";"6.35";"";"364573";"UO_0000065";"13.65";"0.26";"1.69";"7.45";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"444.0"
"CHEMBL3971828";"";"None";"501.60";"2";"5.99";"BDBM205959";"CC(C)(C)Oc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2";"IC50";"'='";"3.7";"nM";"8.43";"";"364577";"UO_0000065";"16.81";"0.31";"2.44";"12.61";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"3.7"
"CHEMBL3977368";"";"None";"475.52";"1";"5.36";"BDBM205961";"O=C(O)Cc1ccc(OC2CC2)c(-c2ccc(F)c3c2CN(C(=O)OCc2ccccc2)CC3)c1";"IC50";"'='";"14.9";"nM";"7.83";"";"364579";"UO_0000065";"16.46";"0.31";"2.47";"10.29";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"14.9"
"CHEMBL3946443";"";"None";"480.51";"0";"4.93";"BDBM205971";"CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1F)CC2";"IC50";"'='";"3.8";"nM";"8.42";"";"364589";"UO_0000065";"17.52";"0.33";"3.49";"10.68";"0";"CHEMBL3887945";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 ul. First, 25 ul of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 ul Binding-Buffer, 50 ul of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 ul CRTH2 membrane fragments, reaching a final concentration of 20 ug/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 ul of Microscint-40 (Packard) was added to each well and the retained radioactivity quantified in a Topcount (Packard).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886512";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"3.8"
"CHEMBL3938279";"";"None";"464.97";"0";"4.92";"BDBM189224";"O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)OCC1CCCCC1";"IC50";"'='";"9.2";"nM";"8.04";"";"339084";"UO_0000065";"17.28";"0.35";"3.12";"9.03";"0";"CHEMBL3887431";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 μl. First, 25 μl of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 μl Binding-Buffer, 50 μl of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 μl CRTH2 membrane fragments, reaching a final concentration of 20 μg/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 μl of Microscint-40 (Packard) was added to each well and the re";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886320";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"9.2"
"CHEMBL3901290";"";"None";"424.91";"0";"4.14";"BDBM189227";"CCCCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O";"IC50";"'='";"11.8";"nM";"7.93";"";"339087";"UO_0000065";"18.66";"0.39";"3.79";"8.91";"0";"CHEMBL3887431";"Radioligand Displacement Assay: Binding assay was performed in a final assay volume of 250 μl. First, 25 μl of test compound, previously diluted in Binding-Buffer (Binding-Buffer: 50 mM Tris-Base, 100 mM NaCl, 1 mM EDTA, 0.1% BSA (protease free), 0.01% NaN3, 10 mM MnCl2, pH 7.0) was placed into each well. After addition of 75 μl Binding-Buffer, 50 μl of the radioligand 3H-PGD2 (at 2.5 nM (220.000 dpm/well) from ANAWA ART0662) was added to each well. Binding assay was started by addition of 100 μl CRTH2 membrane fragments, reaching a final concentration of 20 μg/well. For non-specific binding, PGD2 was added to the reaction mixture to 10 mM final concentration. This assay mix was incubated for 90 minutes at room temperature and then filtered through a GF/C filter 96-well plate which was pre-soaked for 3 hours in 0.5% polyethyleneimine (PEI). The filter-wells were washed three times with ice cold Binding-Buffer. Then, 40 μl of Microscint-40 (Packard) was added to each well and the re";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886320";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"11.8"
"CHEMBL3236945";"";"None";"442.85";"0";"4.84";"34";"Cc1c(-c2ccc(=O)n(Cc3c(F)cccc3F)c2)c2cc(Cl)ccc2n1CC(=O)O";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"8.0"
"CHEMBL3237227";"";"None";"396.34";"0";"3.49";"16";"Cc1c(Cc2ccc(=O)n(CC(F)(F)F)c2)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"52.0"
"CHEMBL3236959";"";"None";"440.42";"0";"4.25";"13";"Cc1c(Cc2ccc(=O)n(Cc3cc(F)ccc3F)c2)c2cc(F)ccc2n1CC(=O)O";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242797";"Antagonist activity at human recombinant CRTh2 expressed in CHO-K1 cells by cAMP TR FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232705";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307512";"";"";"";"8.0"
"CHEMBL1778616";"";"None";"307.14";"0";"3.58";"10";"O=C(O)COc1ccc(Br)cc1-c1ccccc1";"IC50";"'='";"316.0";"nM";"6.50";"";"";"UO_0000065";"21.16";"0.49";"2.92";"13.97";"0";"CHEMBL1780687";"Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777748";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"316.0"
"CHEMBL216189";"";"None";"428.25";"0";"3.21";"4";"O=C(O)COc1ccc(Br)cc1/C=N/Nc1nncc(-c2ccccc2)n1";"IC50";"'='";"3210.0";"nM";"5.49";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908865";"Antagonist activity against CRTH2 receptor measured as inhibition of PGD2-induced beta-arrestin translocation in HEK293 cells by BRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"3210.0"
"CHEMBL384130";"";"None";"273.08";"0";"2.12";"11";"CC(=O)c1cc(Br)ccc1OCC(=O)O";"IC50";"'='";"510.0";"nM";"6.29";"";"";"UO_0000065";"23.04";"0.57";"4.17";"9.89";"0";"CHEMBL908864";"Displacement of [3H]PGD2 from human CRTH2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137324";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"510.0"
"CHEMBL1643799";"";"None";"426.54";"0";"3.47";"34";"CCc1ccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645651";"Antagonist activity at human recombinant CRTH2 receptor expressed in HEK293 cells assessed as inhibition of DK-PGD2-induced intracellular cAMP formation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5071";"Prostaglandin D2 receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3307715";"";"";"";"15.0"
